Name,Class,IoU,Accuracy
2007_000032,aeroplane,0.06702473449097009,0.6028339931185024
2007_000032,person,0.015710730668905347,0.757083132931296
2007_000033,aeroplane,0.5571531081404311,0.9046766396842195
2007_000039,tvmonitor,0.5047888299099931,0.8604919542720919
2007_000042,train,0.5208917621333841,0.6800398720032507
2007_000061,boat,0.20084949949079708,0.8005603873119386
2007_000063,chair,0.21001945446766604,0.45263051916816754
2007_000063,dog,0.6401576329220234,0.9376908706498271
2007_000068,bird,0.2622782958493326,0.8897324893684475
2007_000121,tvmonitor,0.24755722582849335,0.44888869117458974
2007_000123,train,0.2515155209291501,0.6307401271726234
2007_000129,bicycle,0.5499551537960993,0.829075242961627
2007_000129,person,0.3712503748125937,0.6498547239755535
2007_000170,bottle,0.015626223245181394,0.6511057465523461
2007_000170,person,0.2992089050054574,0.5688615111407087
2007_000175,sheep,0.6168529305732121,0.867983367983368
2007_000187,tvmonitor,0.3781330966661418,0.7644714799212791
2007_000241,boat,0.080237717129713,0.6927284163316652
2007_000243,aeroplane,0.1532145737116047,0.9300159949591644
2007_000250,bottle,0.048737322170036075,0.6943802041474629
2007_000250,diningtable,0.3208651489027294,0.683440218252992
2007_000256,aeroplane,0.5211112795633718,0.9226763114734033
2007_000323,person,0.15346153344038435,0.28612241078456735
2007_000332,horse,0.31562987605617215,0.8519730767516349
2007_000333,train,0.30139012126589765,0.7378969367058954
2007_000346,bottle,0.4702842377260982,0.9295493597915858
2007_000346,person,0.09709688873651602,0.5912587994013636
2007_000363,bird,0.2752389486260454,0.7837481698389458
2007_000364,motorbike,0.5155782699223925,0.7784306369224553
2007_000364,person,0.06518166645268969,0.5797350725808779
2007_000392,horse,0.3797223119147562,0.9346563078262763
2007_000392,person,0.05733996637257111,0.6300274844889517
2007_000452,chair,0.007282506874565618,0.46110102578683754
2007_000452,sofa,0.13845358887636228,0.4985728658603268
2007_000464,cow,0.6359319351009102,0.9699769932393846
2007_000480,aeroplane,0.29616936847563863,0.8210957648002751
2007_000480,person,0.1869478554027118,0.6212963493609949
2007_000491,cow,0.2186152141463906,0.4747203634505642
2007_000504,cow,0.5101291892903951,0.934610270816047
2007_000504,person,0.038713336574299144,0.703486919055093
2007_000515,bicycle,0.005755232397905419,0.6643093293630811
2007_000515,car,0.0021129348358647723,0.8216287522168458
2007_000515,person,0.0163904080774085,0.6800571453594028
2007_000528,cat,0.44449251847845683,0.9159254368253898
2007_000529,boat,0.15522743583087753,0.6287859472080946
2007_000529,car,0.0,0.9119016626632134
2007_000549,cat,0.6194953747299617,0.7014148483004433
2007_000559,bottle,0.05300654273548655,0.7468124569626158
2007_000559,tvmonitor,0.22072914745430752,0.5072802594460117
2007_000572,bicycle,0.13378786185313513,0.8471731971367159
2007_000584,bicycle,0.318767273296136,0.8473376998989185
2007_000584,sofa,0.2027907429015947,0.6167783627131914
2007_000629,person,0.0,0.6811416976910605
2007_000629,train,0.27157732356344005,0.7433625913747656
2007_000636,train,0.31885531353420865,0.6099222693629804
2007_000645,bird,0.30114874232521294,0.7648254603015913
2007_000648,aeroplane,0.07444481613957438,0.773131240499303
2007_000648,bus,0.3124488372798108,0.7139225815404218
2007_000648,car,0.0,0.8438385023432424
2007_000648,person,0.0,0.8980074554847011
2007_000661,chair,0.0038622319156670303,0.5150207946199451
2007_000661,pottedplant,0.02378217926745234,0.6944352269710645
2007_000661,sofa,0.1452456823635863,0.6395175205734006
2007_000663,bus,0.3602698966268611,0.44313263274664977
2007_000663,car,0.06248094318528306,0.6345492903340828
2007_000676,sheep,0.6940051799288286,0.92052328188749
2007_000713,boat,0.5379717419594721,0.8785171788025248
2007_000720,dog,0.6357898644885837,0.9760957631506808
2007_000727,bus,0.0274842728882917,0.5589978507965346
2007_000727,car,0.07658903933891566,0.7208417344293533
2007_000727,person,0.01592376268060252,0.7340194536148716
2007_000733,motorbike,0.38906448468377985,0.7766341766341767
2007_000733,person,0.23341341296391926,0.8156276156276157
2007_000738,aeroplane,0.3491565135895033,0.8272437232964122
2007_000762,bottle,0.20575824339967885,0.7482496789351893
2007_000762,diningtable,0.2928285358573207,0.720984322568045
2007_000762,person,0.23513881509032944,0.7273878640460676
2007_000768,bus,0.4744594560971362,0.6511451222197754
2007_000783,horse,0.1301280555593681,0.6847367583270325
2007_000783,person,0.11610468042274787,0.8252715985514744
2007_000793,bicycle,0.11724908039936942,0.9201200665715644
2007_000793,bus,0.04230079786299251,0.6760877318116976
2007_000793,person,0.11258913620199816,0.7196564431764146
