Name,Class,IoU,Accuracy
2007_000032,aeroplane,0.06484354457007625,0.8684228051352251
2007_000032,person,0.016033999806819278,0.7738651078471271
2007_000033,aeroplane,0.32034231525384527,0.8318984010754841
2007_000039,tvmonitor,0.40971999650359836,0.8902367665384407
2007_000042,train,0.2507378614556608,0.5067934782608695
2007_000061,boat,0.10779959691083882,0.6899086891028224
2007_000063,chair,1.94743863134013e-05,0.42558701464320475
2007_000063,dog,0.9866910604103889,0.9979248934480328
2007_000068,bird,0.12067164943176001,0.7652749991800859
2007_000121,tvmonitor,0.06870478455435838,0.4294817970005505
2007_000123,train,8.137800081378001e-05,0.5969185515661478
2007_000129,bicycle,2.4630541871921184e-05,0.7288247670574091
2007_000129,person,0.09931869154923617,0.5735096683699028
2007_000170,bottle,3.907165741970774e-05,0.8579705319237493
2007_000170,person,0.25754310344827586,0.6520491689558534
2007_000175,sheep,0.7072541851067924,0.9005347873272401
2007_000187,tvmonitor,0.17646642386866884,0.43239052529425476
2007_000241,boat,0.03878181520582699,0.48608854978532556
2007_000243,aeroplane,0.9961722488038277,0.9999515304267745
2007_000250,bottle,0.014207252143697809,0.8076672844669696
2007_000250,diningtable,0.3065817409766454,0.7053748626351096
2007_000256,aeroplane,0.6746664195700519,0.9570267557709725
2007_000323,person,0.0001480374464245432,0.21925831328749856
2007_000332,horse,0.4908600278551532,0.9255089500060495
2007_000333,train,0.00023587434330438512,0.712571897096991
2007_000346,bottle,0.2950433845630352,0.8621972174491436
2007_000346,person,0.01977434139627884,0.5815309572640097
2007_000363,bird,0.23841213340555598,0.8120440511808518
2007_000364,motorbike,0.5136879923654123,0.8499956711206026
2007_000364,person,0.0936029121936516,0.7743672621280772
2007_000392,horse,0.0,0.905607107869816
2007_000392,person,0.0,0.9719848699248939
2007_000452,chair,0.0,0.9417827694057436
2007_000452,sofa,0.14075281967658648,0.827125390958203
2007_000464,cow,0.9651068652849741,0.997655812334452
2007_000480,aeroplane,0.3068907641381883,0.8296005501747952
2007_000480,person,0.10138595526749805,0.6440254455842742
2007_000491,cow,0.29132012702253135,0.5383980842510911
2007_000504,cow,0.0,0.8936679629314912
2007_000504,person,0.0,0.8635473003368955
2007_000515,bicycle,0.0,0.9980404177522826
2007_000515,car,0.03000735664227359,0.5886190966216364
2007_000515,person,0.0,0.774648041512491
2007_000528,cat,0.2896075107575955,0.9108123151472819
2007_000529,boat,0.19008279209192777,0.695440089104792
2007_000529,car,0.0,0.9785490948617132
2007_000549,cat,0.2765743553618339,0.4643408241328349
2007_000559,bottle,0.0,0.945012105999689
2007_000559,tvmonitor,2.000160012801024e-05,0.7223672227281814
2007_000572,bicycle,0.12699956766104625,0.9469082973450862
2007_000584,bicycle,0.25705669481302773,0.8560552501037108
2007_000584,sofa,0.38713788123354004,0.831398372178628
2007_000629,person,0.0,0.9445908856218919
2007_000629,train,0.13847275821203925,0.7431814270315317
2007_000636,train,0.26624079496051817,0.7438852931157288
2007_000645,bird,0.00027871165537303813,0.6812408009108833
2007_000648,aeroplane,0.0789587852494577,0.8259188474905544
2007_000648,bus,0.3572313052238336,0.8068259945376905
2007_000648,car,0.0,0.8924316107505315
2007_000648,person,0.0,0.9908730233819643
2007_000661,chair,0.018514496688022585,0.9000254402265286
2007_000661,pottedplant,0.06874612915939418,0.9085257941775065
2007_000661,sofa,0.5187625042697507,0.9454583665162375
2007_000663,bus,0.08395222220792092,0.29508334736487624
2007_000663,car,0.08807952006827481,0.820082604518487
2007_000676,sheep,0.0,0.7629918073132581
2007_000713,boat,0.3204189349766491,0.8497381783075992
2007_000720,dog,0.5043070773895665,0.9561816575797265
2007_000727,bus,0.14743732219061167,0.5750504065761195
2007_000727,car,0.05588295524357778,0.5403252608955753
2007_000727,person,0.0,0.9332639088914985
2007_000733,motorbike,0.4935792056798418,0.8852174852174852
2007_000733,person,0.1715796656431252,0.8688824688824689
2007_000738,aeroplane,0.27461668766016595,0.7922732954792808
2007_000762,bottle,0.29512208687913677,0.9249980765702585
2007_000762,diningtable,0.059826522172502276,0.7376323467618321
2007_000762,person,0.3508983641727005,0.8567488710946979
2007_000768,bus,0.14050054444282492,0.44810614402114074
2007_000783,horse,0.0,0.7709668112539297
2007_000783,person,0.00020296326364927948,0.9509928767559394
2007_000793,bicycle,0.031117749564351507,0.6992629576795054
2007_000793,bus,0.005807395028201379,0.8585592011412269
2007_000793,person,0.08627578015333118,0.8994056110318592
2007_000799,horse,0.7211307749356523,0.9096570860559008
2007_000799,person,0.2079924643216599,0.7108433167348976
2007_000804,chair,0.26408566230202524,0.8470005332936463
2007_000804,sofa,0.00012742099898063202,0.9026801106274261
2007_000822,motorbike,0.3925210165233356,0.8255904922016745
2007_000830,chair,0.0,0.7762929548165358
2007_000830,diningtable,0.6458593424885559,0.9807575988829911
2007_000836,horse,0.3566424144435462,0.935113466503601
2007_000836,person,0.5992301915133308,0.9709947003668977
2007_000837,boat,0.0794398638921607,0.8443483905231168
2007_000847,diningtable,0.0005083057153894638,0.7304106523932786
2007_000847,person,0.1883790988491797,0.7946244461018733
2007_000862,boat,0.5258741258741259,0.9981857104629381
2007_000862,person,0.10261780104712041,0.9954134332352154
2007_000876,cat,0.00024457053414204656,0.6189076309214533
2007_000904,cow,0.3270901194353963,0.9582992228415068
2007_000904,horse,0.12939633052302588,0.7469693061645603
2007_000904,person,0.3894844308320572,0.9262316223884447
2007_000925,sheep,0.8742379859076874,0.9619675820623937
2007_000999,bottle,0.048681857065090595,0.7976935331830234
2007_000999,person,0.5403816768350491,0.7728372739149849
2007_001027,bicycle,0.0,0.9662245545239606
2007_001027,chair,0.0,0.8869096361224843
2007_001027,sofa,0.49311531841652323,0.9524479557118967
2007_001027,tvmonitor,0.2832482598607889,0.9554639294158354
2007_001073,cow,0.23748934615852915,0.9288768504795489
2007_001149,pottedplant,6.4279745452208e-05,0.9081434417275362
2007_001149,sofa,0.3256180782705431,0.7601667542559536
2007_001149,tvmonitor,0.702123273551845,0.9914674256426003
2007_001154,pottedplant,0.0,0.8719546160044562
2007_001154,sofa,0.5023314429741651,0.8932188999031967
2007_001175,person,9.202171712524156e-05,0.8553485492921185
2007_001175,tvmonitor,0.5190402476780186,0.9793193421061389
2007_001185,bottle,0.00039311610028828516,0.8730606879184394
