Name,Class,IoU,Accuracy
2007_000032,aeroplane,0.08699667528629479,0.926848940027378
2007_000032,person,0.09380863039399624,0.9749824262828813
2007_000033,aeroplane,0.10276029055690072,0.8410114127170275
2007_000039,tvmonitor,0.15583896640138523,0.8626483177114374
2007_000042,train,0.0634757339216019,0.4393602702153596
2007_000061,boat,0.11874371470565483,0.9293812803362324
2007_000063,chair,0.0,0.5322340675444386
2007_000063,dog,0.23345993850605895,0.8814728222567763
2007_000068,bird,0.2465156794425087,0.9290774326850546
2007_000121,tvmonitor,0.027637183391678498,0.5011093625752782
2007_000123,train,0.05281647157757673,0.618192355427253
2007_000129,bicycle,0.11887176504797907,0.7976021106769529
2007_000129,person,0.020457206235750817,0.5752730187355977
2007_000170,bottle,0.0,0.9476789034101946
2007_000170,person,0.03633996212121212,0.5482116595909986
2007_000175,sheep,0.09092146719047804,0.6944063076138548
2007_000187,tvmonitor,0.06641521172765097,0.7396678756729502
2007_000241,boat,0.15988296488946685,0.9293297235212077
2007_000243,aeroplane,0.4539022772496131,0.9850350192666554
2007_000250,bottle,0.006355080041830907,0.9324684129092927
2007_000250,diningtable,0.11352165939237123,0.6590945125118229
2007_000256,aeroplane,0.19152877253642875,0.9198673227093584
2007_000323,person,0.004723099481163997,0.22283078379672697
2007_000332,horse,0.12814962334401248,0.8717643387948216
2007_000333,train,0.05771206025849525,0.7285325902682309
2007_000346,bottle,0.18302513039355145,0.9331467213569092
2007_000346,person,0.00035513885929398396,0.6879552131256582
2007_000363,bird,0.1265511229617475,0.7831306894137119
2007_000364,motorbike,0.06209278446746943,0.710028570604023
2007_000364,person,0.19959277435522607,0.9115119332775389
2007_000392,horse,0.03697297297297297,0.9090970937193861
2007_000392,person,0.004914394419784401,0.957296995754871
2007_000452,chair,0.0,0.9541020537608539
2007_000452,sofa,0.036993758372046624,0.8152435423547166
2007_000464,cow,0.3342280787375956,0.9554821901565874
2007_000480,aeroplane,0.053594872190902774,0.7893002464324603
2007_000480,person,0.038860103626943004,0.7023325118917989
2007_000491,cow,0.01901642004482804,0.40456652487334016
2007_000504,cow,0.18165229688426623,0.9103327968329817
2007_000504,person,0.0,0.9569433475622557
2007_000515,bicycle,0.003351655717924655,0.9593085630460009
2007_000515,car,0.0,0.9814387055809778
2007_000515,person,0.0,0.9654993103146279
2007_000528,cat,0.057540830403631345,0.8844336276425071
2007_000529,boat,0.15383962664403902,0.9330908895717871
2007_000529,car,0.0,0.9973697983064722
2007_000549,cat,0.09158377908970831,0.32363839867860555
2007_000559,bottle,0.0,0.9674248650569759
2007_000559,tvmonitor,0.12132012113471086,0.76314445012106
2007_000572,bicycle,0.1120607787274454,0.950832495250866
2007_000584,bicycle,0.11298248395022589,0.8692192183419126
2007_000584,sofa,0.2566578990629624,0.8943201537841297
2007_000629,person,0.0,0.9699629518918087
2007_000629,train,0.05323868677905945,0.7197115863655715
2007_000636,train,0.11553171747346505,0.7579387445418228
2007_000645,bird,0.014540775860549554,0.6894554139242967
2007_000648,aeroplane,0.06744251261918116,0.9580487066437073
2007_000648,bus,0.036738351254480286,0.7287767832926498
2007_000648,car,0.0,0.9879021830315187
2007_000648,person,0.0,0.9951179820992677
2007_000661,chair,0.0,0.9700081851163613
2007_000661,pottedplant,0.04579792256846081,0.9776457835589771
2007_000661,sofa,0.228203125,0.9453643482877622
2007_000663,bus,0.0442274517033857,0.2811376444836227
2007_000663,car,0.0,0.9270673415013421
2007_000676,sheep,0.051260832586258416,0.7742745261039344
2007_000713,boat,0.054592648413296495,0.7930294938928639
2007_000720,dog,0.27719344960724274,0.9669275989156589
2007_000727,bus,5.035500276952515e-05,0.8900028803757782
2007_000727,car,0.08748216565292484,0.9326878337358474
2007_000727,person,0.0,0.9669975406022201
2007_000733,motorbike,0.01395792021838222,0.7932391932391932
2007_000733,person,0.14493305193232536,0.8665442665442665
2007_000738,aeroplane,0.041396650940950803,0.770008644654929
2007_000762,bottle,0.19621907890326473,0.9290402381501932
2007_000762,diningtable,0.0379562659469034,0.7299918920038587
2007_000762,person,0.0,0.7837887423136788
2007_000768,bus,0.04752419721333191,0.45768553182118477
2007_000783,horse,0.03144883258121479,0.828111942377333
2007_000783,person,0.1394852330684379,0.9639112181145291
2007_000793,bicycle,0.38829022988505746,0.989877555872563
2007_000793,bus,0.21042325651453533,0.9688421302900618
2007_000793,person,0.04876014678082954,0.8983059914407988
2007_000799,horse,0.07922047764499937,0.7571571920534793
2007_000799,person,0.015409930263535926,0.8224093014052923
2007_000804,chair,0.11097457952538207,0.9282161947638006
2007_000804,sofa,0.19718045112781954,0.9205454477806303
2007_000822,motorbike,0.2368005613050342,0.9034350361480544
2007_000830,chair,0.009150825208344681,0.8971684727616012
2007_000830,diningtable,0.4549508346672765,0.9730527244051758
2007_000836,horse,0.09940452023277846,0.9095733115912488
2007_000836,person,0.2909090909090909,0.9607827150428048
2007_000837,boat,0.11655218258364725,0.9705912725341516
2007_000847,diningtable,0.0,0.800821524152152
2007_000847,person,0.055368398174309934,0.8093164568069144
2007_000862,boat,0.09162210338680928,0.9863633930960664
2007_000862,person,0.0434401053093462,0.9883328873427883
2007_000876,cat,0.013255722950498924,0.6238672948078907
2007_000904,cow,0.6503937007874016,0.9925312040910161
2007_000904,horse,0.0024875621890547263,0.9213028899530117
2007_000904,person,0.002457002457002457,0.936257303383387
2007_000925,sheep,0.3451745424987368,0.8215876170182201
2007_000999,bottle,0.0,0.9746917085163972
2007_000999,person,0.03059952146122825,0.5242801938225939
2007_001027,bicycle,0.0,0.9841300963035581
2007_001027,chair,0.0,0.9647367510524191
2007_001027,sofa,0.24759912522582486,0.9543682601926071
2007_001027,tvmonitor,0.1996370235934664,0.9694827287930339
2007_001073,cow,0.11526114335103099,0.9186214885606718
2007_001149,pottedplant,0.0,0.9187250149098618
2007_001149,sofa,0.1541680431670521,0.8639334872542825
2007_001149,tvmonitor,0.5099972610243769,0.9894361415049218
2007_001154,pottedplant,0.3507853403141361,0.9959764427210929
2007_001154,sofa,0.1367131074973207,0.8998058525452786
2007_001175,person,0.0,0.9051099263164201
2007_001175,tvmonitor,0.3305023052657122,0.9816356822886506
2007_001185,bottle,0.030665792062971466,0.9672126600955165
2007_001185,cat,0.15165081141578063,0.9663639943866033
2007_001185,diningtable,0.021006981822655552,0.8234442515378599
2007_001185,person,0.14653749770796407,0.8450935473671949
2007_001225,dog,0.11329951258330846,0.9028764436696448
2007_001239,dog,0.01613065326633166,0.7806323667816968
2007_001284,person,0.10670280660453765,0.5319194685558435
2007_001288,aeroplane,0.2654279060741316,0.9058770141237319
2007_001289,bird,0.11874154262516914,0.9484250331624067
2007_001299,cow,0.05239668121583894,0.759449194204461
2007_001311,bicycle,0.10822414686505293,0.9143446265420029
2007_001311,person,0.05581691659315888,0.8630097052863592
2007_001321,car,0.08648844161232327,0.47216399791007163
2007_001340,chair,0.0,0.8983162161856125
2007_001340,dog,0.0,0.9376196030029554
2007_001340,person,0.08623431103893907,0.8470780066354897
2007_001377,aeroplane,0.09548554725560247,0.9846362628329959
2007_001397,dog,0.6368421052631579,0.9878102269819803
2007_001408,bottle,0.19155324259407527,0.9482215997589913
2007_001408,person,0.02684320161595758,0.6047265897917454
2007_001408,pottedplant,0.0,0.9534648197883483
2007_001416,sheep,0.02549355981776253,0.32443998206382935
2007_001420,horse,0.14686078252957233,0.9408121910725896
2007_001420,person,0.07888120678818353,0.9444924910517578
2007_001420,pottedplant,0.07037418468932372,0.9487156826230502
2007_001423,person,0.04420171824598384,0.813374989866487
2007_001430,diningtable,0.2625111706881144,0.9073283848581151
2007_001430,person,0.015494067371738248,0.7684585237672794
2007_001430,pottedplant,0.0,0.9461937541408856
2007_001430,tvmonitor,0.20377549300522502,0.9734758733759307
2007_001439,chair,0.0,0.954388269718306
2007_001439,diningtable,0.08350848574207109,0.6828024993621307
2007_001457,chair,0.15773567360223179,0.9602682414611812
2007_001457,sofa,0.06329163716466053,0.8694269436813563
2007_001458,sofa,0.04645516789874246,0.7856012561180554
2007_001487,boat,0.0,0.9643077120836391
2007_001526,person,0.019485825633289332,0.3039475249881009
2007_001568,aeroplane,0.07326007326007326,0.7346308490181225
2007_001585,bottle,0.0,0.9605225719645639
2007_001585,person,0.08290604463060591,0.9387583852159781
2007_001585,sofa,0.004193790686029044,0.8465559729744067
2007_001586,horse,0.06499155405405406,0.8781405998029643
2007_001586,person,0.1673685347154735,0.9575602802529541
2007_001587,bicycle,0.542948038176034,0.995346301065168
2007_001594,dog,0.0,0.9690454806276976
2007_001594,person,0.11057206387709723,0.9725569443404934
2007_001594,sheep,0.13377067883628066,0.9621161090736722
2007_001595,bus,0.05381045268043318,0.7693077209017558
2007_001602,bottle,0.03777349662859502,0.7544495232967149
2007_001609,chair,0.02469028848652863,0.9373012469577906
2007_001609,diningtable,0.02725752508361204,0.28727924837238317
2007_001630,bicycle,0.12599741621703778,0.9314461809901887
2007_001630,person,0.05706091348829245,0.737396135092927
2007_001677,chair,0.020579710144927536,0.9019829666759491
2007_001677,diningtable,0.0017046665246111229,0.8369186856028962
2007_001678,chair,0.0,0.9713102390708666
2007_001678,person,0.1708318329132157,0.9276439830061087
2007_001678,tvmonitor,0.05520211412351962,0.8786671359259911
2007_001698,boat,0.1826522690380408,0.8725212308674523
2007_001704,tvmonitor,0.056666852398729595,0.6315159429752966
2007_001709,motorbike,0.06003436039883753,0.6179169549269669
2007_001709,person,0.009356130806480541,0.7837003485230195
2007_001717,chair,0.07476571113561191,0.928958423720384
2007_001717,person,0.07072997486613485,0.8200283594882594
2007_001717,tvmonitor,0.0,0.9549211119459053
2007_001724,horse,0.020899157451290153,0.6374328161753056
2007_001733,sheep,0.2894642537179717,0.9674672354738807
2007_001761,aeroplane,0.0557234806728068,0.6720149207643186
2007_001763,cat,0.0,0.7859719393908795
2007_001763,dog,0.0394586990018088,0.6782622842300723
2007_001763,sofa,0.00911231533449455,0.6553347133632901
2007_001763,tvmonitor,0.0,0.9776446366762596
2007_001764,cow,0.2848093083387201,0.9697630564893006
2007_001774,cat,0.10838363514419852,0.7180539060038297
2007_001825,cat,0.03276213344975624,0.6988673047516566
2007_001825,dog,0.0009386543935081452,0.6262672028090842
2007_001834,diningtable,0.16726447346298268,0.8129936001107552
2007_001857,car,0.015587604405912255,0.20645060853223915
2007_001857,person,0.0037346409328049717,0.8057033565181615
2007_001872,sheep,0.07427768155232573,0.7961572902041855
2007_001884,aeroplane,0.14443084455324356,0.9347843983074567
2007_001884,bus,0.07793824701195219,0.959354813924516
2007_001901,chair,0.0,0.9653578838488014
2007_001901,diningtable,0.0,0.960700221995052
2007_001901,sofa,0.12117002102733554,0.8584252263805128
2007_001917,cow,0.22556241290065698,0.9801473890499326
2007_001955,horse,0.0,0.958372930525684
2007_001960,horse,0.14363057324840764,0.9159871278157903
2007_002024,bus,0.07808820003666775,0.6367304069486355
2007_002024,person,0.0687655343827672,0.9562765005640487
2007_002046,horse,0.028299073139396166,0.6102071618549775
2007_002055,dog,0.0,0.9486204892009122
2007_002055,person,0.06421614828777883,0.9167542369091803
2007_002055,sofa,0.09288276382858221,0.8925680812055627
2007_002088,cow,0.07958630190060052,0.46546788669716743
2007_002094,bird,0.017811566657616074,0.8873729700109595
2007_002099,aeroplane,0.06830335439961109,0.6837476141495371
2007_002105,motorbike,0.1380886151400755,0.9289686979777857
2007_002105,person,0.0,0.9481101438201021
2007_002107,aeroplane,0.0,0.9863570267727312
2007_002119,person,0.03489684438625796,0.7538302098626825
2007_002119,tvmonitor,0.08500230733733272,0.9429196533955149
2007_002120,bird,0.0,0.9633671664028308
2007_002120,person,0.01808110561514663,0.6709625353074464
2007_002132,tvmonitor,0.2134078830823738,0.9235038869866701
2007_002142,person,0.10898048314453392,0.7535609130029947
2007_002198,aeroplane,0.19173283512377393,0.9540984476230264
2007_002212,bird,0.17782591571484838,0.8458973633377216
2007_002216,bus,0.09370007285369189,0.569560625007588
2007_002227,bicycle,0.09742849546093364,0.8144970529685
2007_002227,tvmonitor,0.0,0.9481946992466529
2007_002234,boat,0.2876891544197811,0.9101470960359984
2007_002260,motorbike,0.05940117012733739,0.7434382627198197
2007_002266,aeroplane,0.14228014262724434,0.8474369839871133
2007_002268,cat,0.2874768661320173,0.9872417278345733
2007_002268,dog,0.06910221531286435,0.9338558149553461
2007_002268,sofa,0.02674627277747101,0.6884882828249356
2007_002273,horse,0.026923076923076925,0.9305248194872955
2007_002273,person,0.12084765177548683,0.9504094851955353
2007_002281,car,0.11722859129566567,0.5690298994646821
2007_002281,person,0.0,0.9706402054228142
2007_002284,pottedplant,0.16987459900845728,0.8401462354480567
2007_002293,person,0.08691592751347452,0.462249354836694
2007_002361,person,0.0,0.921663887611693
2007_002361,pottedplant,0.014875675675675677,0.8738013594287518
2007_002368,chair,0.0,0.960136357311813
2007_002368,diningtable,0.032618825722273995,0.934351164349773
2007_002368,sofa,0.0,0.9338768230517221
2007_002370,car,0.0,0.976570265028394
2007_002370,person,0.0,0.9869930317894386
2007_002376,aeroplane,0.17966850001870768,0.8632840511570191
2007_002378,person,0.11114775725593667,0.8584419421555431
2007_002378,pottedplant,0.0,0.8533337710515085
2007_002387,cow,0.0,0.9699230982139465
2007_002387,person,0.0,0.9724195570413706
2007_002400,bird,0.07398179691869629,0.3557759200084897
2007_002403,bird,0.0,0.9703545032376218
2007_002403,boat,0.06408981099900526,0.964102731811542
2007_002403,person,0.13275667544189546,0.9874310506464342
2007_002412,bird,0.13391502276176023,0.9877472158862203
2007_002426,person,0.018133095131755247,0.7791913862141929
2007_002426,sofa,0.0,0.9175248757884588
2007_002427,pottedplant,0.0,0.9558345149720577
2007_002427,sofa,0.0463326142380859,0.7295993549642728
2007_002445,cat,0.05765849231409178,0.4268818564430441
2007_002462,train,0.1240585989889611,0.9071559011033472
2007_002470,cat,0.04856048941997193,0.654788682957697
2007_002488,motorbike,0.06069417014117475,0.6897593090327062
2007_002488,person,0.07281720924882089,0.9513182133905113
2007_002539,bus,0.019665488061658257,0.09525002597116895
2007_002539,person,0.06,0.9224531449557879
2007_002545,bottle,0.0,0.9813859977071344
2007_002545,person,0.0504960460100647,0.8135267773943785
2007_002545,sofa,0.0,0.6026735038487386
2007_002565,person,0.0032939884710403516,0.9583767983034333
2007_002565,train,0.03685432803958054,0.6172866395368831
2007_002597,cat,0.0,0.8532582795566296
2007_002597,dog,0.07457854874175421,0.8301085999742096
2007_002611,dog,0.14617782010215566,0.8786766062663763
2007_002611,person,0.0,0.5842959245180893
2007_002618,sheep,0.09216329803822564,0.6658047233763393
2007_002619,aeroplane,0.06921737176245857,0.7280055601768749
2007_002624,diningtable,0.09025022136227986,0.8468346602767257
2007_002624,person,0.10865588644179411,0.8654799633388178
2007_002639,person,0.043365783919940094,0.9221732989947662
2007_002643,car,0.0,0.9514563106796117
