Name,Class,IoU
2007_000727,bus,0.13280444982442802
2007_000727,car,0.0499888031595448
2007_000727,person,0.016749804617774474
2007_000733,motorbike,0.4876214952632226
2007_000733,person,0.4202118940827609
2007_000738,aeroplane,0.7396861706396982
2007_000762,bottle,0.14626760009439158
2007_000762,diningtable,0.6001256415739948
2007_000762,person,0.4711228670299511
2007_000768,bus,0.6148911830552962
2007_000783,horse,0.001100559451054286
2007_000783,person,0.07637334784060139
2007_000793,bicycle,0.013028132461330841
2007_000793,bus,0.03558138562528745
2007_000793,person,0.033236509887163444
2007_000799,horse,0.5112381167949298
2007_000799,person,0.3756832755177126
2007_000804,chair,0.1025398798425523
2007_000804,sofa,0.1257935839092084
2007_000822,motorbike,0.16333839476065584
2007_000830,chair,0.03096887681886216
2007_000830,diningtable,0.06569316682630619
2007_000836,horse,0.4481363893358848
2007_000836,person,0.10970170058544744
2007_000837,boat,0.018785012243802624
2007_000847,diningtable,0.4799923246099573
2007_000847,person,0.33979870333013296
2007_000862,boat,0.4091403699673558
2007_000862,person,0.11589008363201912
2007_000876,cat,0.0006669269308347972
2007_000904,cow,0.06472994943810187
2007_000904,horse,0.08106312292358804
2007_000904,person,0.24022465330458626
2007_000925,sheep,0.5527137765038769
2007_000999,bottle,0.027828329870315967
2007_000999,person,0.9646194331080932
2007_001027,bicycle,0.004442117047978476
2007_001027,chair,0.04382856965777975
2007_001027,sofa,0.07136248799060599
2007_001027,tvmonitor,0.031162254056096145
2007_001073,cow,0.7460257559318836
2007_001149,pottedplant,0.17376531461038502
2007_001149,sofa,0.2209319673761687
2007_001149,tvmonitor,0.028012112491204208
2007_001154,pottedplant,0.006090383335892318
2007_001154,sofa,0.14960440781275802
2007_001175,person,6.23674691281028e-05
2007_001175,tvmonitor,0.0787532882375047
2007_001185,bottle,0.06904397222180915
2007_001185,cat,0.036702120024688166
2007_001185,diningtable,0.5328870036285583
2007_001185,person,0.3991862844818078
2007_001225,dog,0.8337657918244077
2007_001239,dog,0.9726530912298758
2007_001284,person,0.5860877786262317
2007_001288,aeroplane,0.1990276511698572
2007_001289,bird,0.9893193049577554
2007_001299,cow,0.450754106939279
2007_001311,bicycle,0.11938207008780753
2007_001311,person,0.28269354888281034
2007_001321,car,0.7107791789210749
2007_001340,chair,0.0
2007_001340,dog,0.1889185863985406
2007_001340,person,0.2534233466149322
2007_001377,aeroplane,0.049355227757676964
2007_001397,dog,0.7182031142345322
2007_001408,bottle,0.002267657992565056
2007_001408,person,0.0
2007_001408,pottedplant,0.0
2007_001416,sheep,0.9094595908390162
2007_001420,horse,0.6668124945314551
2007_001420,person,0.07891500904159132
2007_001420,pottedplant,0.10963389505179663
2007_001423,person,0.40805997532660615
2007_001430,diningtable,0.7672973442110744
2007_001430,person,0.36229618047799866
2007_001430,pottedplant,0.02909044013338492
2007_001430,tvmonitor,0.09342139393818463
2007_001439,chair,0.01153619776339023
2007_001439,diningtable,0.43545702072429215
2007_001457,chair,0.025760810480789684
2007_001457,sofa,0.18707701427654005
2007_001458,sofa,0.6833919574104003
2007_001487,boat,0.0014806348546639995
2007_001526,person,0.6236660011706315
2007_001568,aeroplane,0.5692501552284598
2007_001585,bottle,0.0011457979317376318
2007_001585,person,0.20384749277270733
2007_001585,sofa,0.20959515701853956
2007_001586,horse,0.19163157894736846
2007_001586,person,0.04415264320924698
2007_001587,bicycle,0.03836317135549872
2007_001594,dog,0.009549003795999449
2007_001594,person,0.028782903309877508
2007_001594,sheep,0.37445378151260506
2007_001595,bus,0.514219714909226
2007_001602,bottle,0.363552040617067
2007_001609,chair,0.035263377467448336
2007_001609,diningtable,0.20747473954976714
2007_001630,bicycle,0.2538189440586925
2007_001630,person,0.3569101135255173
2007_001677,chair,0.06311706265281489
2007_001677,diningtable,0.1101183856058921
2007_001678,chair,0.007517253765040922
2007_001678,person,0.3592964824120603
2007_001678,tvmonitor,0.14481379723076085
2007_001698,boat,0.8766280190233441
2007_001704,tvmonitor,0.248445008425038
2007_001709,motorbike,0.5361097474499537
2007_001709,person,0.0029575820469581013
2007_001717,chair,0.05088516147491148
2007_001717,person,0.5959651146320242
2007_001717,tvmonitor,0.023490661086569012
2007_001724,horse,0.32417672796657565
2007_001733,sheep,0.114075130044435
2007_001761,aeroplane,0.9414022473471232
2007_001763,cat,0.2553196263359835
2007_001763,dog,0.4390379738158887
2007_001763,sofa,0.2593462361311508
2007_001763,tvmonitor,0.0
2007_001764,cow,0.472135253600501
2007_001774,cat,0.7031480104399049
2007_001825,cat,0.7913606598892949
2007_001825,dog,0.012543431411355941
2007_001834,diningtable,0.7978266763058015
2007_001857,car,0.2388249833634376
2007_001857,person,0.4152622241933696
2007_001872,sheep,0.482910801537361
2007_001884,aeroplane,0.07743334099241751
2007_001884,bus,0.0487265036438309
2007_001901,chair,0.05323632240385524
2007_001901,diningtable,0.05456688575418637
2007_001901,sofa,0.2153870932194051
2007_001917,cow,0.10229125019221898
2007_001955,horse,0.0
2007_001960,horse,0.4589508842036203
2007_002024,bus,0.8243792858831875
2007_002024,person,0.0096231327093535
2007_002046,horse,0.2203259567350076
2007_002055,dog,0.09933591952133604
2007_002055,person,0.15065629504120412
2007_002055,sofa,0.12316324952308935
2007_002088,cow,0.9547783188919108
2007_002094,bird,0.9996045644559935
2007_002099,aeroplane,0.36559525069830695
2007_002105,motorbike,0.20150872490639551
2007_002105,person,0.06378979072545049
2007_002107,aeroplane,0.0005855336590364313
2007_002119,person,0.4752284632021103
2007_002119,tvmonitor,0.02308838488760262
2007_002120,bird,8.602150537634408e-05
2007_002120,person,0.5026928551095929
2007_002132,tvmonitor,0.12722513089005236
2007_002142,person,0.8497613521916189
2007_002198,aeroplane,0.5298052100445905
2007_002212,bird,0.8597089167280766
2007_002216,bus,0.7308659512794425
2007_002227,bicycle,0.5902125556104795
2007_002227,tvmonitor,0.06535427039448488
2007_002234,boat,0.27297666026083
2007_002260,motorbike,0.4501832758140233
2007_002266,aeroplane,0.5963634815193323
2007_002268,cat,0.026827732484920798
2007_002268,dog,5.3873505010235965e-05
2007_002268,sofa,0.0067320531569911605
2007_002273,horse,0.011655279324797612
2007_002273,person,0.05742439687393816
2007_002281,car,0.8005396359165272
2007_002281,person,0.007497458015352469
2007_002284,pottedplant,0.5674488374584806
2007_002293,person,0.9786363394802572
2007_002361,person,0.11969503558501055
2007_002361,pottedplant,0.19750760454272756
2007_002368,chair,0.08191376341722534
2007_002368,diningtable,0.08736438661020618
2007_002368,sofa,0.06892480259759427
2007_002370,car,0.015111475043733946
2007_002370,person,0.001568466993998909
2007_002376,aeroplane,0.5985743806450115
2007_002378,person,0.3126066077098696
2007_002378,pottedplant,0.0
2007_002387,cow,0.0
2007_002387,person,0.014561761519663416
2007_002400,bird,0.8391587762972343
2007_002403,bird,0.002810092752711838
2007_002403,boat,0.04240177468101895
2007_002403,person,0.006385898247836183
2007_002412,bird,0.02303999510763209
2007_002426,person,0.2154385816919032
2007_002426,sofa,0.06459658311510164
2007_002427,pottedplant,0.0
2007_002427,sofa,0.6277815239379636
2007_002445,cat,0.9390396923549112
2007_002462,train,0.4319812148423389
2007_002470,cat,0.8576850763807286
2007_002488,motorbike,0.5727679651584805
2007_002488,person,0.05650001255555835
2007_002539,bus,0.5682724049394792
2007_002539,person,0.2029083721586898
2007_002545,bottle,0.010514457378895982
2007_002545,person,0.5322802026403134
2007_002545,sofa,0.2809328808692531
2007_002565,person,0.040209806157354616
2007_002565,train,0.8163855421686746
2007_002597,cat,0.0013553690101434069
2007_002597,dog,0.4183272651346096
2007_002611,dog,0.0
2007_002611,person,0.6382183702218084
2007_002618,sheep,0.6252273150335782
2007_002619,aeroplane,0.03332072517438843
2007_002624,diningtable,0.2074881061228285
2007_002624,person,0.3093546064701921
2007_002639,person,0.20583229555832291
2007_002643,car,0.10412206859920488
2007_002643,motorbike,0.0588776569873674
2007_002643,person,0.08682513821002354
2007_002648,sheep,0.8703213995117982
2007_002668,diningtable,0.0
2007_002668,person,0.5733050501754101
2007_002668,pottedplant,0.017676506637919576
2007_002669,cow,0.7000932440450962
2007_002669,person,0.0
2007_002719,boat,0.8474471966416844
2007_002719,person,0.02146686588152575
2007_002728,person,0.8182808347492703
2007_002728,train,0.09475879386291576
2007_002760,cat,0.6258193736343772
2007_002789,car,0.004143195096129968
2007_002789,cow,0.4468679345657667
2007_002789,person,0.011010785616176171
2007_002823,motorbike,0.2536562079590331
2007_002823,person,0.0961618801752488
2007_002824,person,0.3644173863290958
2007_002845,sheep,0.06334376562528936
2007_002852,dog,0.7255476721850258
2007_002895,person,0.04729520018987457
2007_002896,bird,0.03928170594837262
2007_002903,cow,0.6902237417232873
2007_002914,diningtable,0.8072473867595819
2007_002914,person,0.5029826731318615
2007_002953,bottle,0.3493839140225929
2007_002953,tvmonitor,0.3350503566932438
2007_002954,person,0.20325035735902025
2007_002967,pottedplant,0.3743818286371478
2007_003000,aeroplane,0.9428571428571428
2007_003011,chair,0.08585277252711279
2007_003011,diningtable,0.03128375142049457
2007_003011,sofa,0.00025430857411138714
2007_003011,tvmonitor,0.08631193814876745
2007_003020,person,0.5844394188758777
2007_003020,pottedplant,0.019069384545443376
2007_003022,horse,0.6462774455653444
2007_003022,person,0.01020730295696096
2007_003051,car,0.7412223261615216
2007_003088,bottle,0.0246751971724973
2007_003088,person,0.465528488621326
2007_003101,bus,0.7680420595790851
2007_003101,car,0.0
2007_003106,cat,0.1898915979892624
2007_003106,person,0.05256623135723795
2007_003110,dog,0.4567779499460018
2007_003118,bird,0.8796344647519583
2007_003118,person,0.09408608921240208
2007_003131,boat,0.1943366480717924
2007_003134,person,0.2608116632788954
2007_003137,bus,0.8431770969316518
2007_003143,car,0.6633102655587749
2007_003169,cat,0.9243370080134592
2007_003169,sofa,0.1337631373555292
2007_003178,train,0.25124594573214143
2007_003188,bicycle,0.1295236910831986
2007_003188,person,0.09810947012729762
2007_003189,horse,0.04145398976645728
2007_003189,person,0.0014801094069175642
2007_003189,pottedplant,0.08259022946534958
2007_003190,sheep,0.7278284252639864
2007_003191,person,0.92960535197324
2007_003194,dog,0.7928380100382285
2007_003195,bus,0.28046239423094343
2007_003195,car,0.03858418367346938
2007_003201,cow,0.00010834089462493736
2007_003205,chair,0.4218183445991316
2007_003205,person,0.2885276106866092
2007_003207,bottle,0.007249903293028362
2007_003251,chair,0.17467742299957065
2007_003251,diningtable,0.10871922933204524
2007_003267,bird,0.2893532081392693
2007_003286,train,0.5474495434767457
2007_003330,bird,0.037780338857316964
2007_003349,bird,0.8448947264206983
2007_003367,motorbike,0.052872709262010896
2007_003367,person,0.009090837475677677
2007_003367,pottedplant,0.1259710367315623
2007_003373,dog,0.5429010938924339
2007_003373,person,0.34680405731766223
2007_003431,bottle,0.2404370508908357
2007_003431,person,0.35317983653515006
2007_003451,bottle,0.011138270796058766
2007_003451,chair,0.008634993735396702
2007_003451,sofa,0.10809116666248778
2007_003451,tvmonitor,0.03942866081379661
2007_003499,train,0.7756139706247456
2007_003503,bus,0.3325426111403971
2007_003503,car,0.0007862871520679353
2007_003503,person,0.0060844057532172605
2007_003506,pottedplant,0.0
2007_003525,cat,0.7448508610849174
2007_003529,diningtable,0.15371004911057215
2007_003529,person,0.2595824897018781
2007_003530,person,0.18816230033482545
2007_003530,sofa,0.26253075258618136
2007_003541,chair,0.05698355905788353
2007_003541,person,0.37037154980932896
2007_003565,bird,0.04519681426370817
2007_003571,boat,0.18770101407757608
2007_003580,person,0.4702524733137222
2007_003587,car,0.0
2007_003587,train,0.4893876420060959
2007_003593,sheep,0.9426867700673548
2007_003604,dog,0.9942861930294906
2007_003604,tvmonitor,0.2797798204940481
2007_003611,horse,0.003991130820399113
2007_003611,person,0.0002152736666487272
2007_003621,bicycle,0.10137085137085138
2007_003621,bus,0.03815938206480784
2007_003621,person,0.05112036243418636
2007_003668,diningtable,0.3246834422130817
2007_003682,bird,0.04133476856835307
2007_003711,bus,0.6787471882528917
2007_003711,car,0.006926720210903123
2007_003711,person,0.0067537255605673785
2007_003714,sheep,0.7696307852314093
2007_003715,bus,0.8403737238916344
2007_003742,diningtable,0.9094010313367712
2007_003742,person,0.0016064455538529982
2007_003778,cat,0.4408321657099688
2007_003778,pottedplant,0.2721299238868595
2007_003786,bus,0.11150713652124827
2007_003788,cat,0.65658857301602
2007_003788,chair,0.023726832801132438
2007_003815,car,0.7744719148710891
2007_003815,person,0.01397873040236816
2007_003841,cow,0.3207758426467677
2007_003848,train,0.961943705784958
2007_003861,boat,0.3470569867291179
2007_003872,dog,0.1966638540922957
2007_003876,aeroplane,0.4692251991310644
2007_003889,chair,0.013157894736842105
2007_003889,horse,0.3115855723948033
2007_003889,person,0.02895573052921734
2007_003910,boat,0.3086721469303118
2007_003910,person,0.16656588678543188
2007_003917,car,0.692100147275405
2007_003957,train,0.5032750295409123
2007_003991,cat,0.7553259219354522
2007_004003,motorbike,0.3091710111972953
2007_004009,aeroplane,0.9971825316965184
2007_004033,motorbike,0.7209530700847633
2007_004033,person,0.11146256529309344
2007_004052,aeroplane,0.9542465939131024
2007_004065,bus,0.5628865377883232
2007_004065,person,0.0
2007_004081,cow,0.1089748389995507
2007_004081,pottedplant,0.003303250162213177
2007_004112,dog,0.4604435696798042
2007_004112,person,0.4451521424292744
2007_004121,person,0.306918471887922
2007_004121,pottedplant,0.09015617030578292
2007_004143,bird,0.9663788169126248
2007_004166,chair,0.03713346707072432
2007_004166,diningtable,0.1433576799719699
2007_004166,dog,0.006541556375542104
2007_004166,sofa,0.0
2007_004166,tvmonitor,0.01852914870042318
2007_004189,dog,0.0
2007_004190,tvmonitor,0.21107541107541108
2007_004193,bottle,0.0027635897056283464
2007_004193,chair,0.02992906346413325
2007_004193,tvmonitor,0.06401616223221772
2007_004241,boat,0.4153393315658727
2007_004275,motorbike,0.4075187274576898
2007_004275,person,0.00871811430416532
2007_004275,pottedplant,0.009907692307692308
2007_004281,person,0.00011889428316655107
2007_004281,train,0.705339072890231
2007_004289,person,0.3601002253977285
2007_004289,tvmonitor,0.02976540739868973
2007_004291,bottle,0.15497827296730882
2007_004291,person,0.3835558560081122
2007_004328,person,0.1178262966372923
2007_004380,motorbike,0.650916940334305
2007_004380,person,0.19793328587908987
2007_004392,chair,0.18195393984646616
2007_004392,person,0.3380652233488627
2007_004392,pottedplant,0.024417468954932332
2007_004405,chair,0.2947478320490545
2007_004405,diningtable,0.20236133525864267
2007_004423,sheep,0.3750257944696657
2007_004459,aeroplane,0.59371379793915
2007_004459,person,0.0018133646057289289
2007_004468,bottle,0.780538241975884
2007_004476,bottle,0.21792717086834731
2007_004476,person,0.5364820565333901
2007_004481,car,0.5341904725677407
2007_004481,person,0.24789570280362005
2007_004483,train,0.5093268366130618
2007_004500,cow,0.7301150575287644
2007_004510,chair,0.11153255850117982
2007_004510,tvmonitor,0.12681880241856835
2007_004537,cow,0.2357779669369652
2007_004537,horse,0.1380614657210402
2007_004537,person,0.002280843220827093
2007_004538,horse,0.3808721880105567
2007_004538,person,0.08477214377406933
2007_004558,pottedplant,0.24967839576239126
2007_004627,train,0.04841962996713322
2007_004644,dog,0.0
2007_004649,train,0.2755657672298654
2007_004663,train,0.2357654588874208
2007_004705,bus,0.017715205551431645
2007_004705,car,0.04018386993462821
2007_004707,person,0.0
2007_004707,pottedplant,0.03764018569714673
2007_004712,bottle,0.09476202158979392
2007_004712,chair,0.03228651078113444
2007_004712,diningtable,0.0781299179236375
2007_004712,person,0.26687444345503114
2007_004712,pottedplant,0.07564645582345864
2007_004722,horse,0.036274995868451496
2007_004722,person,0.2730178055090549
2007_004768,sheep,0.8706990875961912
2007_004769,bicycle,0.20657899871229565
2007_004769,person,0.1320996702088677
2007_004810,car,0.1450438400951107
2007_004810,person,0.022545122303080815
2007_004830,car,0.4796865641844679
2007_004830,person,0.0020537617636354182
2007_004841,aeroplane,0.010696281142690145
2007_004856,cat,0.9265713812703492
2007_004866,cat,0.5688252295335043
2007_004902,horse,0.7094657623045424
2007_004902,person,0.3954714892647274
2007_004948,pottedplant,0.2396003294329713
2007_004951,train,0.3885720386863717
2007_004969,sheep,0.8929997897834769
2007_004988,aeroplane,0.3650131585480907
2007_004998,cat,0.38159398427500457
2007_005043,aeroplane,0.03906099672888205
2007_005058,sheep,0.020217636915026458
2007_005064,bicycle,0.08103574033552152
2007_005064,person,0.11752721033724732
2007_005074,bird,0.00413987696008141
2007_005074,boat,0.2854725293963178
2007_005074,car,0.03865279798484289
2007_005086,chair,0.0
2007_005086,diningtable,0.2346709857851373
2007_005086,person,0.12706532071884474
2007_005107,bicycle,0.2742160721086708
2007_005107,person,0.003103718435484843
2007_005114,cow,0.3764669864271865
2007_005114,horse,0.12746908204145618
2007_005114,person,0.038059961219112017
2007_005124,cow,0.3087936844849094
2007_005124,person,0.7009539680650263
2007_005130,bird,0.4842704588985386
2007_005144,person,0.4350254210359072
2007_005149,dog,0.7841510942340362
2007_005173,motorbike,0.4787225929456626
2007_005173,person,0.16433609532287885
2007_005210,tvmonitor,0.016675724090735262
2007_005212,chair,0.002999005317438356
2007_005212,motorbike,0.0
2007_005212,sofa,0.0
2007_005227,person,0.3385149855738091
2007_005248,horse,0.1313787064436258
2007_005248,person,0.0
2007_005262,bus,0.3993607631903433
2007_005262,car,0.1296059160610814
2007_005264,bird,0.9224627887618928
2007_005266,chair,0.030233717111568293
2007_005266,pottedplant,0.0
2007_005266,sofa,0.19651524579962665
2007_005273,bicycle,0.244520733136148
2007_005273,car,0.11789510023919315
2007_005273,person,0.03632165445236422
2007_005281,bicycle,0.1020408163265306
2007_005281,person,0.5208291939863567
2007_005294,bottle,0.534539592988112
2007_005296,car,0.001281916201313525
2007_005296,person,0.008354182530186011
2007_005304,bottle,0.12880729570244978
2007_005304,person,0.2321661244458285
2007_005314,motorbike,0.8111226457066587
2007_005331,car,0.04246827489778942
2007_005331,horse,0.5495635833147887
2007_005331,person,0.021360775924733642
2007_005354,motorbike,0.3579753114810648
2007_005354,person,0.13045588378037334
2007_005358,aeroplane,0.0
2007_005358,boat,0.002526906878802059
2007_005360,train,0.5591042413520183
2007_005368,bicycle,0.1133390158433792
2007_005368,person,0.104151937001731
2007_005428,bottle,0.5733056285522214
2007_005430,bicycle,0.02346448989574735
2007_005430,bottle,0.0029061269410004644
2007_005430,person,0.0984915971853824
2007_005460,cat,0.5317641103518097
2007_005469,sheep,0.17254504354763647
2007_005509,aeroplane,0.20057720057720055
2007_005509,car,0.01793984083449485
2007_005509,person,0.045886407912483135
2007_005547,car,0.3911748814312301
2007_005547,cow,0.37076055817392106
2007_005547,person,0.0004257207815146602
2007_005600,aeroplane,0.07050264786120572
2007_005600,person,0.003244564782762678
2007_005608,motorbike,0.2879699248120301
2007_005608,person,0.4279736865658284
2007_005626,train,0.7106601416242885
2007_005647,chair,0.08704279662805918
2007_005647,diningtable,0.09237619601758468
2007_005647,sofa,0.05364938560888182
2007_005688,cat,0.6170765583467037
2007_005689,train,0.6897208432815443
2007_005696,dog,0.4167874776762265
2007_005702,bicycle,0.3027419487912873
2007_005702,person,0.5326316468142035
2007_005705,boat,0.21615883898585275
2007_005759,motorbike,0.28240095308103724
2007_005759,person,0.03011679814101388
2007_005790,diningtable,0.5393059799214317
2007_005790,person,0.17997817639857347
2007_005797,cow,0.35852778161304955
2007_005797,person,0.3418749049271915
2007_005803,diningtable,0.09900874362930752
2007_005813,pottedplant,0.08992193690007662
2007_005828,aeroplane,0.5826353623953043
2007_005844,chair,0.3066423497792283
2007_005844,diningtable,0.13411742500206444
2007_005845,cat,0.4863093550115008
2007_005845,person,0.6537333435862508
2007_005857,pottedplant,0.4565988245008986
2007_005859,person,0.7994002251862117
2007_005878,motorbike,0.8957451099011897
2007_005902,tvmonitor,0.34582152295663365
2007_005911,bus,0.5674335581118604
2007_005915,sheep,0.9649770341207348
2007_005951,motorbike,0.5985508167545922
2007_005951,person,0.2346257129541268
2007_005978,bus,0.4570446735395189
2007_005988,car,0.041421938804049895
2007_005988,dog,0.01841023176332372
2007_005988,person,0.25113079174427
2007_005989,motorbike,0.2451791031830929
2007_005989,person,0.3079832445402416
2007_006004,chair,0.016001291027359848
2007_006004,person,0.28723775285721953
2007_006028,bicycle,0.0
2007_006028,person,0.05143087871599455
2007_006035,car,0.07344827047220094
2007_006046,boat,0.2319057670048342
2007_006066,chair,0.06350749408743342
2007_006066,sofa,0.11547669084994792
2007_006066,tvmonitor,0.4081051131866392
2007_006076,bird,0.0
2007_006076,person,0.7608396959841383
2007_006086,bottle,0.0003651348390798602
2007_006086,chair,0.05271832563127928
2007_006086,diningtable,0.2562818184524696
2007_006117,person,0.35119702622185245
2007_006134,horse,0.4396274548281432
2007_006136,sheep,0.21289071735943632
2007_006151,car,0.00042471432905248255
2007_006151,horse,0.6310953144640458
2007_006151,person,0.08181239744147885
2007_006171,dog,0.4886309298069154
2007_006171,person,0.1164101119278744
2007_006171,sofa,0.20057404164234288
2007_006212,aeroplane,0.36598790541600784
2007_006232,aeroplane,0.6694192222031866
2007_006241,bottle,0.0014418254764292876
2007_006241,chair,0.17718621844856464
2007_006241,diningtable,0.5881823422913147
2007_006254,train,0.14764805866962052
2007_006260,cat,0.04937061652016784
2007_006277,car,0.9645276384507988
2007_006281,boat,0.5579841861310552
2007_006303,cat,0.5262306795532323
2007_006303,pottedplant,0.020827941316696408
2007_006317,bicycle,0.07656997131016895
2007_006317,bus,0.7394636015325671
2007_006317,person,0.13324972828358833
2007_006348,chair,0.4047488043340247
2007_006348,tvmonitor,0.06244143453445779
2007_006364,horse,0.567273782079663
2007_006364,person,0.2687826101451933
2007_006373,person,0.05341877815481751
2007_006373,sofa,0.2268538277927949
2007_006400,train,0.3608338275021414
2007_006409,bottle,0.0003857578212398256
2007_006409,diningtable,0.12810816204350428
2007_006409,person,0.35991632632732345
2007_006444,dog,0.15637822138214005
2007_006444,person,0.12638396369482674
2007_006445,horse,0.8192533785831162
2007_006445,person,0.05696652671668157
2007_006449,bicycle,0.2839999601319632
2007_006477,chair,0.09629218934091066
2007_006477,person,0.20103243629212564
2007_006483,bottle,0.03238178979124661
2007_006483,person,0.5130153045212029
2007_006490,bird,0.030205655526992288
2007_006490,boat,0.28042695635697595
2007_006490,person,0.03565591137478055
2007_006530,chair,0.11349386821593345
2007_006530,sofa,0.24373445371125185
2007_006549,boat,0.021322949403383126
2007_006553,chair,0.2420220834656225
2007_006560,person,0.2590836485918453
2007_006581,bicycle,0.07787693963584177
2007_006581,car,0.005707677131875234
2007_006585,motorbike,0.5031206975676916
2007_006585,person,0.3606503350543777
2007_006605,chair,0.17057108557708794
2007_006605,pottedplant,0.04458192486765738
2007_006615,person,0.5185904720950948
2007_006641,cat,0.9356857260681692
2007_006647,motorbike,0.6051215942464452
2007_006647,person,0.1224468185240964
2007_006660,boat,0.4312067836396574
2007_006660,car,0.31345952694267304
2007_006661,bicycle,0.351883932438285
2007_006661,person,0.021816126601356442
2007_006673,boat,0.12197824335213538
2007_006678,sheep,0.7326648335226253
2007_006680,train,0.6346189028374293
2007_006698,person,0.020312282895650964
2007_006699,diningtable,0.7149908039019394
2007_006699,person,2.0430956986025227e-05
2007_006704,tvmonitor,0.005020722909533782
2007_006761,cow,0.3263346470798997
2007_006802,person,0.03007532281205165
2007_006802,train,0.7549320900060815
2007_006803,person,0.01352214283248766
2007_006803,train,0.2963633454863889
2007_006832,sheep,0.9831384202453988
2007_006837,sheep,0.023606112522852968
2007_006841,cow,0.4278309472139389
2007_006841,person,0.05407764320472507
2007_006864,person,0.6717801897273737
2007_006865,bird,0.4561864935949592
2007_006866,horse,0.3163914093609244
2007_006866,person,0.0
2007_006899,sheep,0.16584928428300988
2007_006900,car,0.5224552586220783
2007_006944,horse,0.007567731194187983
2007_006944,sheep,0.5849993318874693
2007_006946,aeroplane,0.8389864621512256
2007_007003,bus,0.07792364829849716
2007_007003,car,0.503694093055105
2007_007007,bottle,0.0
2007_007007,diningtable,0.5945548467746383
2007_007007,person,0.19959002461912465
2007_007021,bottle,0.0465158991563713
2007_007021,chair,0.116009519786526
2007_007021,diningtable,0.2975780250073841
2007_007048,bottle,0.00011753939668706816
2007_007048,person,0.6484328682660765
2007_007048,sheep,0.6609784636059268
2007_007084,bird,0.7955285674855093
2007_007098,cat,0.6621692975750461
2007_007109,horse,0.8687533367269658
2007_007109,person,0.1550910394928626
2007_007130,pottedplant,0.010731825622991572
2007_007130,tvmonitor,0.049268659099915416
2007_007154,person,0.7748528624933121
2007_007165,sheep,0.09234589955014323
2007_007168,train,0.5593038663774549
2007_007195,person,0.08739993625916274
2007_007195,train,0.0003804228546345746
2007_007196,tvmonitor,0.491703466912734
2007_007203,chair,0.0
2007_007203,person,0.06884723497815258
2007_007203,tvmonitor,0.19377275697880686
2007_007211,motorbike,0.4305226551081095
2007_007230,sheep,0.6904138090467751
2007_007235,bicycle,0.14229955244075912
2007_007235,person,0.5022513303315596
2007_007250,bottle,0.019317977505643562
2007_007250,tvmonitor,0.2259272860815277
2007_007341,aeroplane,0.015620227038183694
2007_007341,person,0.08138691801750479
2007_007355,motorbike,0.6586581916785724
2007_007355,person,0.028891445830786382
2007_007387,train,0.7739980301537995
2007_007398,bus,0.6101347006017038
2007_007398,person,0.0010577072639601805
