Name,Class,IoU
2007_001763,dog,0.3715264725443137
2007_001763,sofa,0.25875516762416684
2007_001763,tvmonitor,0.026048073731279167
2007_001764,cow,0.2788801530845709
2007_001774,cat,0.4884251523915975
2007_001825,cat,0.4095157988287759
2007_001825,dog,0.057083848958159135
2007_001834,diningtable,0.4940594812504754
2007_001857,car,0.31571338572233826
2007_001857,person,0.2266706978150401
2007_001872,sheep,0.3869223992952671
2007_001884,aeroplane,0.05994532767426804
2007_001884,bus,0.047619047619047616
2007_001901,chair,0.02694591728525981
2007_001901,diningtable,0.028861110590528313
2007_001901,sofa,0.2202285458211965
2007_001917,cow,0.08871113404721971
2007_001955,horse,0.009177397133961792
2007_001960,horse,0.2693077230892357
2007_002024,bus,0.6240302496903318
2007_002024,person,0.010455249511751634
2007_002046,horse,0.3294212428689631
2007_002055,dog,0.06310200985968904
2007_002055,person,0.1032266979893595
2007_002055,sofa,0.09150473650259837
2007_002088,cow,0.5647409982242038
2007_002094,bird,0.3158975110883032
2007_002099,aeroplane,0.3351279675368246
2007_002105,motorbike,0.2945733338657509
2007_002105,person,0.05582469120093071
2007_002107,aeroplane,0.0
2007_002119,person,0.3851337902010408
2007_002119,tvmonitor,0.026706722612574587
2007_002120,bird,0.01854421319237969
2007_002120,person,0.3772410121865435
2007_002132,tvmonitor,0.10407453269650334
2007_002142,person,0.3881577079923171
2007_002198,aeroplane,0.2652862836589871
2007_002212,bird,0.4175187736204048
2007_002216,bus,0.5976817825291229
2007_002227,bicycle,0.3650586701434159
2007_002227,tvmonitor,0.027520637631653855
2007_002234,boat,0.2609116681168777
2007_002260,motorbike,0.6105369879582363
2007_002266,aeroplane,0.4152421761420155
2007_002268,cat,0.0579043774064521
2007_002268,dog,0.4701775201934925
2007_002268,sofa,0.17833973921477064
2007_002273,horse,0.06162061908416475
2007_002273,person,0.03628009666736283
2007_002281,car,0.6428414308889439
2007_002281,person,0.01039846794785647
2007_002284,pottedplant,0.4357611753673023
2007_002293,person,0.730055329935403
2007_002361,person,0.0716022696568495
2007_002361,pottedplant,0.18675249169435212
2007_002368,chair,0.034545801839168284
2007_002368,diningtable,0.06650764257242396
2007_002368,sofa,0.059471538340912664
2007_002370,car,0.006499125796937641
2007_002370,person,0.0
2007_002376,aeroplane,0.460881934566145
2007_002378,person,0.5510866194327155
2007_002378,pottedplant,0.1650355871886121
2007_002387,cow,0.0
2007_002387,person,0.025089909033213453
2007_002400,bird,0.5448402852550599
2007_002403,bird,0.0022779950457590264
2007_002403,boat,0.03450858884216619
2007_002403,person,0.009389550587811593
2007_002412,bird,0.03524199045671438
2007_002426,person,0.21084612040169248
2007_002426,sofa,0.07716299176849127
2007_002427,pottedplant,0.008123534566468513
2007_002427,sofa,0.2948440581264
2007_002445,cat,0.6337240135765804
2007_002462,train,0.3309032473004488
2007_002470,cat,0.6120945226376536
2007_002488,motorbike,0.5150743556639411
2007_002488,person,0.08789007532489032
2007_002539,bus,0.28459400933772266
2007_002539,person,0.15312494739854232
2007_002545,bottle,0.008734536944165832
2007_002545,person,0.3179153904755982
2007_002545,sofa,0.3016549648946841
2007_002565,person,0.052225631790339205
2007_002565,train,0.5997687494754902
2007_002597,cat,0.11334613633213884
2007_002597,dog,0.3197318890071316
2007_002611,dog,0.5262377216691938
2007_002611,person,0.338811307029497
2007_002618,sheep,0.5937189875007851
2007_002619,aeroplane,0.2402061934167345
2007_002624,diningtable,0.22730251864798226
2007_002624,person,0.27318962574021965
2007_002639,person,0.11017013314297457
2007_002643,car,0.043269963633196136
2007_002643,motorbike,0.06525882122137833
2007_002643,person,0.186010760953113
2007_002648,sheep,0.4684732824427481
2007_002668,diningtable,0.1291324445911924
2007_002668,person,0.3063858060899266
2007_002668,pottedplant,0.017875039924226573
2007_002669,cow,0.4458079766634814
2007_002669,person,0.04293854293854294
2007_002719,boat,0.5316403412570679
2007_002719,person,0.01253978847930999
2007_002728,person,0.5013199808002793
2007_002728,train,0.12744930410696578
2007_002760,cat,0.6108665586596593
2007_002789,car,0.00580116537823341
2007_002789,cow,0.2569823434991974
2007_002789,person,0.015028115514124106
2007_002823,motorbike,0.27451928732957737
2007_002823,person,0.11434538070285576
2007_002824,person,0.4317899654197676
2007_002845,sheep,0.16216216216216214
2007_002852,dog,0.6115682963977472
2007_002895,person,0.10642879114118732
2007_002896,bird,0.14933386579697605
2007_002903,cow,0.4555242752012644
2007_002914,diningtable,0.2988925081433225
2007_002914,person,0.2825577191260782
2007_002953,bottle,0.31837514258176897
2007_002953,tvmonitor,0.26614218456709715
2007_002954,person,0.2580913138831661
2007_002967,pottedplant,0.29718657341391097
2007_003000,aeroplane,0.07400750647565682
2007_003011,chair,0.05749725877192983
2007_003011,diningtable,0.057878745301907335
2007_003011,sofa,0.11427505487736105
2007_003011,tvmonitor,0.07372921478888395
2007_003020,person,0.4489021065675341
2007_003020,pottedplant,0.021593153390388413
2007_003022,horse,0.3927345467117773
2007_003022,person,0.013802337723582712
2007_003051,car,0.4531698654979598
2007_003088,bottle,0.01972601790755269
2007_003088,person,0.3265705721988764
2007_003101,bus,0.625
2007_003101,car,0.004133562379214087
2007_003106,cat,0.23895253682487724
2007_003106,person,0.3094826609247507
2007_003110,dog,0.33916534121033104
2007_003118,bird,0.3069856230984907
2007_003118,person,0.15741977672941287
2007_003131,boat,0.16822706218586775
2007_003134,person,0.3249110675221916
2007_003137,bus,0.5889393717328644
2007_003143,car,0.6097386834213908
2007_003169,cat,0.4823106526792866
2007_003169,sofa,0.1305519665457981
2007_003178,train,0.18812770202859996
2007_003188,bicycle,0.13619339045287635
2007_003188,person,0.3375705515397564
2007_003189,horse,0.032464310523256636
2007_003189,person,0.031275831695914365
2007_003189,pottedplant,0.09405275551973197
2007_003190,sheep,0.6235309367438645
2007_003191,person,0.6021011087283844
2007_003194,dog,0.44737518198167336
2007_003195,bus,0.12155888479008255
2007_003195,car,0.02668167691404709
2007_003201,cow,0.4683542741477623
2007_003205,chair,0.18329059643327966
2007_003205,person,0.22798145270184197
2007_003207,bottle,0.16930910650158118
2007_003251,chair,0.1212657445973807
2007_003251,diningtable,0.10960272637184684
2007_003267,bird,0.3370426707229205
2007_003286,train,0.4034794518314406
2007_003330,bird,0.021466177531504704
2007_003349,bird,0.6595824624850293
2007_003367,motorbike,0.10897026923567693
2007_003367,person,0.011000273298715495
2007_003367,pottedplant,0.07930040003721278
2007_003373,dog,0.6331832489939037
2007_003373,person,0.19817642663677967
2007_003431,bottle,0.3275520861964708
2007_003431,person,0.367186799755551
2007_003451,bottle,0.004585380017905968
2007_003451,chair,0.00820321069851293
2007_003451,sofa,0.07915928269073612
2007_003451,tvmonitor,0.026052330482957967
2007_003499,train,0.5960251538487407
2007_003503,bus,0.19007310504040012
2007_003503,car,0.033930391728556865
2007_003503,person,0.011621890547263682
2007_003506,pottedplant,0.09793599064092924
2007_003525,cat,0.4628999014248589
2007_003529,diningtable,0.14287272568611195
2007_003529,person,0.1835248768648726
2007_003530,person,0.1646294360885173
2007_003530,sofa,0.21201573849878932
2007_003541,chair,0.05424725256371714
2007_003541,person,0.3686326454731363
2007_003565,bird,0.04725681588690677
2007_003571,boat,0.21350291729694687
2007_003580,person,0.4334156481510425
2007_003587,car,0.013333050253710113
2007_003587,train,0.3532512023189934
2007_003593,sheep,0.5342670229429651
2007_003604,dog,0.8303776069181878
2007_003604,tvmonitor,0.22446890967513752
2007_003611,horse,0.0008147561389611858
2007_003611,person,0.0
2007_003621,bicycle,0.09951544834054082
2007_003621,bus,0.062454711707670536
2007_003621,person,0.058222747168762586
2007_003668,diningtable,0.4217708215617584
2007_003682,bird,0.0634728963917649
2007_003711,bus,0.4786224678957835
2007_003711,car,0.00827931256147525
2007_003711,person,0.005656996173778272
2007_003714,sheep,0.3692594897324207
2007_003715,bus,0.7475907099760308
2007_003742,diningtable,0.6858518754895421
2007_003742,person,0.17027646833991592
2007_003778,cat,0.6451766593946688
2007_003778,pottedplant,0.18712772552084736
2007_003786,bus,0.08546379333422567
2007_003788,cat,0.4706292313819195
2007_003788,chair,0.3805293036687012
2007_003815,car,0.3566926634624105
2007_003815,person,0.01071143294878678
2007_003841,cow,0.20145631067961164
2007_003848,train,0.6140534436085231
2007_003861,boat,0.19616934100510688
2007_003872,dog,0.23709626345788476
2007_003876,aeroplane,0.017829826717155252
2007_003889,chair,0.004855799262201374
2007_003889,horse,0.2973679104960228
2007_003889,person,0.1181400610153224
2007_003910,boat,0.15706631565286713
2007_003910,person,0.06783099585428244
2007_003917,car,0.6837433426325134
2007_003957,train,0.500568944389333
2007_003991,cat,0.5976225724984761
2007_004003,motorbike,0.5099333123843441
2007_004009,aeroplane,0.11402019274896742
2007_004033,motorbike,0.39199813445266174
2007_004033,person,0.02006117665752989
2007_004052,aeroplane,0.23436788744051315
2007_004065,bus,0.3614206206748626
2007_004065,person,6.352332099922184e-05
2007_004081,cow,0.2978346805121246
2007_004081,pottedplant,0.10576566428090613
2007_004112,dog,0.4252870852885001
2007_004112,person,0.25587946339300466
2007_004121,person,0.2036370524720591
2007_004121,pottedplant,0.06670858785483291
2007_004143,bird,0.6290055637720966
2007_004166,chair,0.03207253265167552
2007_004166,diningtable,0.12176896542157198
2007_004166,dog,0.010580485357078034
2007_004166,sofa,0.06395236769398814
2007_004166,tvmonitor,0.024131826938095485
2007_004189,dog,0.5121412803532008
2007_004190,tvmonitor,0.20812740252608455
2007_004193,bottle,0.00547666274640594
2007_004193,chair,0.024242934814305988
2007_004193,tvmonitor,0.04556384640174521
2007_004241,boat,0.4163241745555299
2007_004275,motorbike,0.4542899557528501
2007_004275,person,0.021194306930693067
2007_004275,pottedplant,0.022283073415041328
2007_004281,person,0.021972829297105728
2007_004281,train,0.4727007455594373
2007_004289,person,0.35838117942002706
2007_004289,tvmonitor,0.024806574946563503
2007_004291,bottle,0.1102940226171244
2007_004291,person,0.5438791269452387
2007_004328,person,0.09289016446972692
2007_004380,motorbike,0.3250165697032182
2007_004380,person,0.30582220190630977
2007_004392,chair,0.15306530499246362
2007_004392,person,0.2754908079891057
2007_004392,pottedplant,0.02563560878830186
2007_004405,chair,0.2306762397183628
2007_004405,diningtable,0.17473861802136478
2007_004423,sheep,0.5554247395766682
2007_004459,aeroplane,0.48249929385180296
2007_004459,person,0.005593266358946511
2007_004468,bottle,0.6048659278747774
2007_004476,bottle,0.06065028634768151
2007_004476,person,0.5766942676809104
2007_004481,car,0.4822061011414954
2007_004481,person,0.14732260617251386
2007_004483,train,0.4463985903552372
2007_004500,cow,0.5088647272014889
2007_004510,chair,0.13813327338367345
2007_004510,tvmonitor,0.08547315653865704
2007_004537,cow,0.3530873765650681
2007_004537,horse,0.18610336902840935
2007_004537,person,0.0693591207977032
2007_004538,horse,0.33115927390262906
2007_004538,person,0.05632018022457672
2007_004558,pottedplant,0.11050197766402978
2007_004627,train,0.0770970685378674
2007_004644,dog,0.4156721844390265
2007_004649,train,0.22474451470175494
2007_004663,train,0.227026689168073
2007_004705,bus,0.012757564312392463
2007_004705,car,0.035345216385277566
2007_004707,person,0.0
2007_004707,pottedplant,0.05775783734666061
2007_004712,bottle,0.00932503142447894
2007_004712,chair,0.03825751185589233
2007_004712,diningtable,0.11407000533712862
2007_004712,person,0.3219019648612122
2007_004712,pottedplant,0.09244753487203117
2007_004722,horse,0.022326649285997837
2007_004722,person,0.14867308436026885
2007_004768,sheep,0.7460345497580104
2007_004769,bicycle,0.25643614336193843
2007_004769,person,0.17782481239601136
2007_004810,car,0.11507014160196495
2007_004810,person,0.017874339553889798
2007_004830,car,0.3517661477673917
2007_004830,person,0.0023628641502661963
2007_004841,aeroplane,0.009571254854273722
2007_004856,cat,0.7405639451315813
2007_004866,cat,0.4306010622905523
2007_004902,horse,0.5748910533534732
2007_004902,person,0.33108740751620186
2007_004948,pottedplant,0.21675392670157068
2007_004951,train,0.3260122069826391
2007_004969,sheep,0.2774913528682373
2007_004988,aeroplane,0.3170992977634469
2007_004998,cat,0.3024027091700368
2007_005043,aeroplane,0.03268044003219748
2007_005058,sheep,0.024927880536229425
2007_005064,bicycle,0.10573336802845
2007_005064,person,0.13625795398923152
2007_005074,bird,0.00251517535971223
2007_005074,boat,0.2782822117096495
2007_005074,car,0.04448411197276338
2007_005086,chair,0.046660424469413236
2007_005086,diningtable,0.20533906488490167
2007_005086,person,0.244019421491673
2007_005107,bicycle,0.12809407498803918
2007_005107,person,0.0032252761446990397
2007_005114,cow,0.2590285032084764
2007_005114,horse,0.06380894060012247
2007_005114,person,0.037798677777236334
2007_005124,cow,0.29935301123378505
2007_005124,person,0.3632057819151425
2007_005130,bird,0.5885847338726529
2007_005144,person,0.4232392033754302
2007_005149,dog,0.5144535073409462
2007_005173,motorbike,0.28320592210097423
2007_005173,person,0.26031102096010816
2007_005210,tvmonitor,0.07748042362965407
2007_005212,chair,0.0036586923596284744
2007_005212,motorbike,0.04786195604257195
2007_005212,sofa,0.06517215149905994
2007_005227,person,0.3221342670117217
2007_005248,horse,0.11572564143900595
2007_005248,person,0.003656500124762472
2007_005262,bus,0.3602892944243545
2007_005262,car,0.13227133377313827
2007_005264,bird,0.5112348614413438
2007_005266,chair,0.02458069742988641
2007_005266,pottedplant,0.0033442806792694647
2007_005266,sofa,0.1441074220825553
2007_005273,bicycle,0.2627049914159022
2007_005273,car,0.07690890669614074
2007_005273,person,0.03722650994831127
2007_005281,bicycle,0.06758645839664497
2007_005281,person,0.2814795673520617
2007_005294,bottle,0.3906552782375103
2007_005296,car,0.17859185813709602
2007_005296,person,0.00730318908079436
2007_005304,bottle,0.3264687597140193
2007_005304,person,0.3478192398836128
2007_005314,motorbike,0.6288889576819491
2007_005331,car,0.057207743051800576
2007_005331,horse,0.5200273636535195
2007_005331,person,0.053208575669822115
2007_005354,motorbike,0.4157868521032533
2007_005354,person,0.09644445846610088
2007_005358,aeroplane,0.002096770238124433
2007_005358,boat,0.0005644520633858763
2007_005360,train,0.449343455915786
2007_005368,bicycle,0.15467843046203855
2007_005368,person,0.2680759030058095
2007_005428,bottle,0.5046214809012579
2007_005430,bicycle,0.021480457526969157
2007_005430,bottle,0.002373856390352093
2007_005430,person,0.10692118226600986
2007_005460,cat,0.5447196503266438
2007_005469,sheep,0.40893698867638295
2007_005509,aeroplane,0.1848079837267403
2007_005509,car,0.009943636318885523
2007_005509,person,0.043075996894852746
2007_005547,car,0.3574170002354603
2007_005547,cow,0.8005041025366011
2007_005547,person,0.0007395048924561482
2007_005600,aeroplane,0.0856023309554908
2007_005600,person,0.0038738013721986548
2007_005608,motorbike,0.3000400381902738
2007_005608,person,0.3399188325705897
2007_005626,train,0.5702732786624566
2007_005647,chair,0.05646921115337988
2007_005647,diningtable,0.08430927165993098
2007_005647,sofa,0.04745731068058767
2007_005688,cat,0.5329494561740243
2007_005689,train,0.6557875273155153
2007_005696,dog,0.4298281610669402
2007_005702,bicycle,0.2680726548651077
2007_005702,person,0.36943736303054703
2007_005705,boat,0.1409178333407881
2007_005759,motorbike,0.2562479013766969
2007_005759,person,0.013306325958242445
2007_005790,diningtable,0.34629416131019125
2007_005790,person,0.21274800863061924
2007_005797,cow,0.31127676575601565
2007_005797,person,0.18563825416967164
2007_005803,diningtable,0.10143057691022128
2007_005813,pottedplant,0.07321222236487354
2007_005828,aeroplane,0.4367072290399093
2007_005844,chair,0.2335260304663161
2007_005844,diningtable,0.10732658671048388
2007_005845,cat,0.5777237899458045
2007_005845,person,0.3331127001950239
2007_005857,pottedplant,0.2670414830572861
2007_005859,person,0.5385637134426178
2007_005878,motorbike,0.443817682724503
2007_005902,tvmonitor,0.33984602300702743
2007_005911,bus,0.4293727854588893
2007_005915,sheep,0.4249509891284976
2007_005951,motorbike,0.4530840347730095
2007_005951,person,0.0809796698048847
2007_005978,bus,0.3340553065027955
2007_005988,car,0.0451229776489292
2007_005988,dog,0.03047944161662958
2007_005988,person,0.26406077175115306
2007_005989,motorbike,0.3857948497270854
2007_005989,person,0.17100011275228325
2007_006004,chair,0.02731143258019256
2007_006004,person,0.2493979995060509
2007_006028,bicycle,0.0
2007_006028,person,0.023677674855685327
2007_006035,car,0.11668254525397385
2007_006046,boat,0.053429252084508806
2007_006066,chair,0.04071778957817334
2007_006066,sofa,0.0990225436465337
2007_006066,tvmonitor,0.18893518659326625
2007_006076,bird,0.03493962343028958
2007_006076,person,0.2701789559664365
2007_006086,bottle,0.0877816919213201
2007_006086,chair,0.036457135262514886
2007_006086,diningtable,0.30434672715898825
2007_006117,person,0.5541501317005706
2007_006134,horse,0.4832521882565781
2007_006136,sheep,0.2796709031743108
2007_006151,car,0.07883958643837062
2007_006151,horse,0.4564163958725273
2007_006151,person,0.08579550348867257
2007_006171,dog,0.5276872964169381
2007_006171,person,0.10075802912427688
2007_006171,sofa,0.1275043630017452
2007_006212,aeroplane,0.3138855279617743
2007_006232,aeroplane,0.4930287250125987
2007_006241,bottle,0.008723846192816253
2007_006241,chair,0.17746645683599138
2007_006241,diningtable,0.4677254923002629
2007_006254,train,0.1557184972409101
2007_006260,cat,0.3472299494331318
2007_006277,car,0.6135812733468389
2007_006281,boat,0.4814866350341603
2007_006303,cat,0.4380036896786096
2007_006303,pottedplant,0.000817699693946686
2007_006317,bicycle,0.1330532212885154
2007_006317,bus,0.5244725990557579
2007_006317,person,0.17378036035282807
2007_006348,chair,0.2701424874666805
2007_006348,tvmonitor,0.03943924873956048
2007_006364,horse,0.2526626392429375
2007_006364,person,0.1616238455439604
2007_006373,person,0.040396995708154505
2007_006373,sofa,0.11027585576755353
2007_006400,train,0.41229047884425774
2007_006409,bottle,0.0005187223604504971
2007_006409,diningtable,0.22065241279708644
2007_006409,person,0.3228886067849439
2007_006444,dog,0.26508820798514393
2007_006444,person,0.0948990160538581
2007_006445,horse,0.6512579752016372
2007_006445,person,0.06224387226474909
2007_006449,bicycle,0.2888187872415002
2007_006477,chair,0.08809479877811263
2007_006477,person,0.12758871526104065
2007_006483,bottle,0.0035958785699467533
2007_006483,person,0.4596547279757474
2007_006490,bird,0.0
2007_006490,boat,0.10661150846063748
2007_006490,person,0.031374126401528486
2007_006530,chair,0.08755326375594392
2007_006530,sofa,0.16661653909198912
2007_006549,boat,0.02081701984122204
2007_006553,chair,0.20797233924171368
2007_006560,person,0.4362648373670418
2007_006581,bicycle,0.05588905379983173
2007_006581,car,0.006575132051221767
2007_006585,motorbike,0.2294461859979101
2007_006585,person,0.18262365906344966
2007_006605,chair,0.14473992920606746
2007_006605,pottedplant,0.033548643545662324
2007_006615,person,0.4925694460578182
2007_006641,cat,0.6126913879867233
2007_006647,motorbike,0.5273515162043739
2007_006647,person,0.1400466702566864
2007_006660,boat,0.5010162392986922
2007_006660,car,0.2621353148220571
2007_006661,bicycle,0.14424887433483422
2007_006661,person,0.028372637419802324
2007_006673,boat,0.09840886414955627
2007_006678,sheep,0.24857092533585254
2007_006680,train,0.4949935462190008
2007_006698,person,0.41644754391982014
2007_006699,diningtable,0.5539421857266841
2007_006699,person,0.2470324519843089
2007_006704,tvmonitor,0.1959118577728076
2007_006761,cow,0.6462190497434753
2007_006802,person,0.013112295901366212
2007_006802,train,0.5116344177191902
2007_006803,person,0.012704461048139984
2007_006803,train,0.35631811039586403
2007_006832,sheep,0.5786530815109344
2007_006837,sheep,0.012452317271013286
2007_006841,cow,0.6473060549364137
2007_006841,person,0.05652294433384573
2007_006864,person,0.6041355658664515
2007_006865,bird,0.5683499396135265
2007_006866,horse,0.3041103622298217
2007_006866,person,0.06904826833924188
2007_006899,sheep,0.31712140063988625
2007_006900,car,0.5209480750787779
2007_006944,horse,0.009958615445359227
2007_006944,sheep,0.6979621542940321
2007_006946,aeroplane,0.316903073286052
2007_007003,bus,0.047526578960143694
2007_007003,car,0.32764518286096395
2007_007007,bottle,0.0
2007_007007,diningtable,0.3808728382275972
2007_007007,person,0.292906595408721
2007_007021,bottle,0.030390541254019812
2007_007021,chair,0.12085014624565
2007_007021,diningtable,0.32519820270861194
2007_007048,bottle,0.011529193288086131
2007_007048,person,0.4096205128205128
2007_007048,sheep,0.6911440009705204
2007_007084,bird,0.5089734134091947
2007_007098,cat,0.6040587330635531
2007_007109,horse,0.6411272567151035
2007_007109,person,0.14852428152167893
2007_007130,pottedplant,0.007088440543080522
2007_007130,tvmonitor,0.060083153819501973
2007_007154,person,0.5650490334258119
2007_007165,sheep,0.1498132189222177
2007_007168,train,0.5132757184506456
2007_007195,person,0.15241796679806785
2007_007195,train,0.13510125361620054
2007_007196,tvmonitor,0.4097379554516147
2007_007203,chair,0.0
2007_007203,person,0.06687212441122149
2007_007203,tvmonitor,0.15111032192024065
2007_007211,motorbike,0.5519761218608481
2007_007230,sheep,0.5730900480534856
2007_007235,bicycle,0.17205537895265186
2007_007235,person,0.2454217915268977
2007_007250,bottle,0.013565181848373116
2007_007250,tvmonitor,0.2700341976262824
2007_007341,aeroplane,0.12018059202448192
2007_007341,person,0.029721108392369883
